date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:46:34	15985/15985	---M-Z	200	added ('OK')	text/html	etag:%2210f89cd3ec9ca644c3b2e01f5b78b29f-ssl-df%22	https://kuon.space/about.html	D:/MyWebRef/MOVE/kuon.space/about.html	(from https://kuon.space/)
10:46:34	3099/3099	---M-Z	200	added ('OK')	image/svg+xml	etag:%228c68910069c1996196e5e8a1856f72a1-ssl-df%22	https://kuon.space/assets/img/cloud1.svg	D:/MyWebRef/MOVE/kuon.space/assets/img/cloud1.svg	(from https://kuon.space/)
10:46:34	2928/2928	---M-Z	200	added ('OK')	image/svg+xml	etag:%228a5015155cbf832bbc272a4da1640493-ssl-df%22	https://kuon.space/assets/img/b_cloud02.svg	D:/MyWebRef/MOVE/kuon.space/assets/img/b_cloud02.svg	(from https://kuon.space/)
10:46:34	2893/2893	---M-Z	200	added ('OK')	image/svg+xml	etag:%2256f2442f7d76b5a329daf7c50e17803a-ssl-df%22	https://kuon.space/assets/img/cloud2.svg	D:/MyWebRef/MOVE/kuon.space/assets/img/cloud2.svg	(from https://kuon.space/)
10:46:35	1062/1062	---M-Z	200	added ('OK')	image/svg+xml	etag:%224aa6c26501743585875f76ce94aff000-ssl-df%22	https://kuon.space/assets/img/moon.svg	D:/MyWebRef/MOVE/kuon.space/assets/img/moon.svg	(from https://kuon.space/)
10:46:35	2910/2910	---M-Z	200	added ('OK')	image/svg+xml	etag:%226be66461b02b5cfd0bf14d175a7a5a58-ssl-df%22	https://kuon.space/assets/img/cloud3.svg	D:/MyWebRef/MOVE/kuon.space/assets/img/cloud3.svg	(from https://kuon.space/)
10:46:36	2924/2924	---M-Z	200	added ('OK')	image/svg+xml	etag:%22040b2fcaca42aab8b92cd8ba24de09f2-ssl-df%22	https://kuon.space/assets/img/b_cloud01.svg	D:/MyWebRef/MOVE/kuon.space/assets/img/b_cloud01.svg	(from https://kuon.space/)
10:46:36	6065/6065	---M-Z	200	added ('OK')	image/svg+xml	etag:%2245476e611e6940bfbe28ce6701e5e11a-ssl-df%22	https://kuon.space/assets/img/star.svg	D:/MyWebRef/MOVE/kuon.space/assets/img/star.svg	(from https://kuon.space/)
10:46:38	112018/112018	---M-Z	200	added ('OK')	application/javascript	etag:%226d7ea1216d00806041a3bee906354eb6-ssl-df%22	https://kuon.space/assets/js/jquery.fullPage.js	D:/MyWebRef/MOVE/kuon.space/assets/js/jquery.fullPage.js	(from https://kuon.space/)
10:46:39	14420/14420	---M-Z	200	added ('OK')	application/javascript	etag:%225eb03d2a-3854%22	https://cdnjs.cloudflare.com/ajax/libs/animejs/2.2.0/anime.min.js	D:/MyWebRef/MOVE/cdnjs.cloudflare.com/ajax/libs/animejs/2.2.0/anime.min.js	(from https://kuon.space/)
10:46:39	96610/96610	---M-Z	200	added ('OK')	application/javascript	etag:%226ff9419bce6b9bb5a9e7c91467d4cfe3-ssl-df%22	https://kuon.space/assets/js/parallax.js	D:/MyWebRef/MOVE/kuon.space/assets/js/parallax.js	(from https://kuon.space/)
10:46:40	13135/13135	---M-Z	200	added ('OK')	application/javascript	etag:%225eb03d72-334f%22	https://cdnjs.cloudflare.com/ajax/libs/barba.js/1.0.0/barba.min.js	D:/MyWebRef/MOVE/cdnjs.cloudflare.com/ajax/libs/barba.js/1.0.0/barba.min.js	(from https://kuon.space/)
10:46:40	8552/8552	---M-Z	200	added ('OK')	application/javascript	etag:%22b8c035b86a5f68d07e0f865295e90d0a-ssl-df%22	https://kuon.space/assets/js/common.min.js	D:/MyWebRef/MOVE/kuon.space/assets/js/common.min.js	(from https://kuon.space/)
10:46:41	60400/60400	---M-Z	200	added ('OK')	application/font-woff	etag:%227202671ae3f3aa4e4cc19a974a7b1d92-ssl-df%22	https://kuon.space/assets/font/Futura-Med.woff	D:/MyWebRef/MOVE/kuon.space/assets/font/Futura-Med.woff	(from https://kuon.space/assets/css/common.css)
10:46:41	48536/48536	---MCZ	200	added ('OK')	application/octet-stream	etag:%2292e2d1338f2177212bbd9a940f768d58-ssl-df%22	https://kuon.space/assets/font/Futura-Med.eot	D:/MyWebRef/MOVE/kuon.space/assets/font/Futura-Med.eot	(from https://kuon.space/assets/css/common.css)
10:46:42	62160/62160	---M-Z	200	added ('OK')	application/font-woff	etag:%222f0e96950b3d4bfe1c749e318b6da2ec-ssl-df%22	https://kuon.space/assets/font/Futura-Boo.woff	D:/MyWebRef/MOVE/kuon.space/assets/font/Futura-Boo.woff	(from https://kuon.space/assets/css/common.css)
10:46:42	86927/86927	---M--	200	added ('OK')	text/javascript	date:Tue,%2003%20Mar%202020%2019:15:00%20GMT	https://ajax.googleapis.com/ajax/libs/jquery/3.3.1/jquery.min.js	D:/MyWebRef/MOVE/ajax.googleapis.com/ajax/libs/jquery/3.3.1/jquery.min.js	(from https://kuon.space/)
10:46:42	48626/48626	---MCZ	200	added ('OK')	application/octet-stream	etag:%22cd824ec22eea9ce86505707d6648aea9-ssl-df%22	https://kuon.space/assets/font/Futura-Boo.eot	D:/MyWebRef/MOVE/kuon.space/assets/font/Futura-Boo.eot	(from https://kuon.space/assets/css/common.css)
10:46:42	54912/54912	---M-Z	200	added ('OK')	application/font-woff	etag:%22fe7e010049f9f5568aad20d526321e0d-ssl-df%22	https://kuon.space/assets/font/Futura-Bol.woff	D:/MyWebRef/MOVE/kuon.space/assets/font/Futura-Bol.woff	(from https://kuon.space/assets/css/common.css)
10:46:42	45564/45564	---MCZ	200	added ('OK')	application/octet-stream	etag:%2294f9b58807e034e2aeb879944732a8bd-ssl-df%22	https://kuon.space/assets/font/Futura-Bol.eot	D:/MyWebRef/MOVE/kuon.space/assets/font/Futura-Bol.eot	(from https://kuon.space/assets/css/common.css)
10:46:43	46581/46581	---MCZ	200	added ('OK')	application/octet-stream	etag:%22bc20e274acaae3626f7b1beabff7c28a-ssl-df%22	https://kuon.space/assets/font/Futura-Dem.eot	D:/MyWebRef/MOVE/kuon.space/assets/font/Futura-Dem.eot	(from https://kuon.space/assets/css/common.css)
10:46:44	56964/56964	---MCZ	200	added ('OK')	application/font-woff	etag:%22e6a5daf01205ca6bc97e6431cf8c35eb-ssl-df%22	https://kuon.space/assets/font/Futura-Dem.woff	D:/MyWebRef/MOVE/kuon.space/assets/font/Futura-Dem.woff	(from https://kuon.space/assets/css/common.css)
10:46:44	189482/189482	---M--	200	added ('OK')	image/jpeg	etag:%22da38fe8f09e6bdec6677863f713292e3-ssl%22	https://kuon.space/assets/img/reile.jpg	D:/MyWebRef/MOVE/kuon.space/assets/img/reile.jpg	(from https://kuon.space/assets/css/common.css)
10:46:44	64373/64373	---M--	200	added ('OK')	image/jpeg	etag:%228a3d204adcaa38f2bb4b48da3a95164d-ssl%22	https://kuon.space/assets/img/about.jpg	D:/MyWebRef/MOVE/kuon.space/assets/img/about.jpg	(from https://kuon.space/assets/css/common.css)
10:46:44	129690/129690	---M--	200	added ('OK')	image/jpeg	etag:%2207d4ea23ccae643031d28ceb031b8c17-ssl%22	https://kuon.space/assets/img/contact.jpg	D:/MyWebRef/MOVE/kuon.space/assets/img/contact.jpg	(from https://kuon.space/assets/css/common.css)
10:46:44	5383/5383	---M-Z	200	added ('OK')	image/svg+xml	etag:%22d0d12a61f86821415e02f2c53063f434-ssl-df%22	https://kuon.space/assets/img/moonlight.svg	D:/MyWebRef/MOVE/kuon.space/assets/img/moonlight.svg	(from https://kuon.space/assets/css/common.css)
10:46:45	207401/207401	---M--	200	added ('OK')	image/jpeg	etag:%22878a9aab8c8e8b9b29f32e65bf94a09c-ssl%22	https://kuon.space/assets/img/Perspective.jpg	D:/MyWebRef/MOVE/kuon.space/assets/img/Perspective.jpg	(from https://kuon.space/assets/css/common.css)
10:46:45	3156/3156	---MCZ	404	error ('Not%20Found')	text/html	etag:1519975376-ssl-df	https://kuon.space/ribbons/awwwards_honorable_black_left.png	D:/MyWebRef/MOVE/kuon.space/ribbons/awwwards_honorable_black_left.png	(from https://kuon.space/awwwards.css)
10:46:45	3156/3156	---MCZ	404	error ('Not%20Found')	text/html	etag:1519975376-ssl-df	https://kuon.space/ribbons/awwwards_honorable_black_right.png	D:/MyWebRef/MOVE/kuon.space/ribbons/awwwards_honorable_black_right.png	(from https://kuon.space/awwwards.css)
10:46:46	3156/3156	---MCZ	404	error ('Not%20Found')	text/html	etag:1519975376-ssl-df	https://kuon.space/ribbons/awwwards_honorable_silver_left.png	D:/MyWebRef/MOVE/kuon.space/ribbons/awwwards_honorable_silver_left.png	(from https://kuon.space/awwwards.css)
10:46:46	3156/3156	---MCZ	404	error ('Not%20Found')	text/html	etag:1519975376-ssl-df	https://kuon.space/ribbons/awwwards_honorable_silver_right.png	D:/MyWebRef/MOVE/kuon.space/ribbons/awwwards_honorable_silver_right.png	(from https://kuon.space/awwwards.css)
10:46:46	3156/3156	---MCZ	404	error ('Not%20Found')	text/html	etag:1519975376-ssl-df	https://kuon.space/ribbons/awwwards_honorable_white_left.png	D:/MyWebRef/MOVE/kuon.space/ribbons/awwwards_honorable_white_left.png	(from https://kuon.space/awwwards.css)
10:46:47	11990/11990	---M--	200	added ('OK')	image/png	etag:%2264655539ce0f438ae7d0e7b0ce50aba7-ssl%22	https://kuon.space/ribbons/awwwards_honorable_white_right.png	D:/MyWebRef/MOVE/kuon.space/ribbons/awwwards_honorable_white_right.png	(from https://kuon.space/awwwards.css)
10:46:47	3156/3156	---MCZ	404	error ('Not%20Found')	text/html	etag:1519975376-ssl-df	https://kuon.space/ribbons/awwwards_honorable_green_left.png	D:/MyWebRef/MOVE/kuon.space/ribbons/awwwards_honorable_green_left.png	(from https://kuon.space/awwwards.css)
10:46:47	3156/3156	---MCZ	404	error ('Not%20Found')	text/html	etag:1519975376-ssl-df	https://kuon.space/ribbons/awwwards_honorable_green_right.png	D:/MyWebRef/MOVE/kuon.space/ribbons/awwwards_honorable_green_right.png	(from https://kuon.space/awwwards.css)
10:46:48	3156/3156	---MCZ	404	error ('Not%20Found')	text/html	etag:1519975376-ssl-df	https://kuon.space/ribbons/awwwards_honorable_black_left@2x.png	D:/MyWebRef/MOVE/kuon.space/ribbons/awwwards_honorable_black_left@2x.png	(from https://kuon.space/awwwards.css)
10:46:48	3156/3156	---MCZ	404	error ('Not%20Found')	text/html	etag:1519975376-ssl-df	https://kuon.space/ribbons/awwwards_honorable_black_right@2x.png	D:/MyWebRef/MOVE/kuon.space/ribbons/awwwards_honorable_black_right@2x.png	(from https://kuon.space/awwwards.css)
10:46:49	3156/3156	---MCZ	404	error ('Not%20Found')	text/html	etag:1519975376-ssl-df	https://kuon.space/ribbons/awwwards_honorable_silver_left@2x.png	D:/MyWebRef/MOVE/kuon.space/ribbons/awwwards_honorable_silver_left@2x.png	(from https://kuon.space/awwwards.css)
10:46:49	3156/3156	---MCZ	404	error ('Not%20Found')	text/html	etag:1519975376-ssl-df	https://kuon.space/ribbons/awwwards_honorable_silver_right@2x.png	D:/MyWebRef/MOVE/kuon.space/ribbons/awwwards_honorable_silver_right@2x.png	(from https://kuon.space/awwwards.css)
10:46:49	3156/3156	---MCZ	404	error ('Not%20Found')	text/html	etag:1519975376-ssl-df	https://kuon.space/ribbons/awwwards_honorable_white_left@2x.png	D:/MyWebRef/MOVE/kuon.space/ribbons/awwwards_honorable_white_left@2x.png	(from https://kuon.space/awwwards.css)
10:46:50	22194/22194	---M--	200	added ('OK')	image/png	etag:%22178f27b0a75759a209ee89bbc161a885-ssl%22	https://kuon.space/ribbons/awwwards_honorable_white_right@2x.png	D:/MyWebRef/MOVE/kuon.space/ribbons/awwwards_honorable_white_right@2x.png	(from https://kuon.space/awwwards.css)
10:46:50	3156/3156	---MCZ	404	error ('Not%20Found')	text/html	etag:1519975376-ssl-df	https://kuon.space/ribbons/awwwards_honorable_green_left@2x.png	D:/MyWebRef/MOVE/kuon.space/ribbons/awwwards_honorable_green_left@2x.png	(from https://kuon.space/awwwards.css)
10:46:50	3156/3156	---MCZ	404	error ('Not%20Found')	text/html	etag:1519975376-ssl-df	https://kuon.space/ribbons/awwwards_honorable_green_right@2x.png	D:/MyWebRef/MOVE/kuon.space/ribbons/awwwards_honorable_green_right@2x.png	(from https://kuon.space/awwwards.css)
10:46:51	238144/238144	---M--	200	added ('OK')	image/png	etag:%22962457167e97f25adedc6b681e81eb07-ssl%22	https://kuon.space/assets/img/mockup.png	D:/MyWebRef/MOVE/kuon.space/assets/img/mockup.png	(from https://kuon.space/reile.html)
10:46:51	123361/123361	---M--	200	added ('OK')	image/jpeg	etag:%22f9dadcbe9ef96d76576c8aefdaeb8d69-ssl%22	https://kuon.space/assets/img/reile_top.jpg	D:/MyWebRef/MOVE/kuon.space/assets/img/reile_top.jpg	(from https://kuon.space/reile.html)
10:46:51	121494/121494	---M--	200	added ('OK')	image/jpeg	etag:%22e647d849944ca65f5a0888d1262ac429-ssl%22	https://kuon.space/assets/img/reile_about.jpg	D:/MyWebRef/MOVE/kuon.space/assets/img/reile_about.jpg	(from https://kuon.space/reile.html)
10:46:52	110994/110994	---M--	200	added ('OK')	image/jpeg	etag:%22fd79ecebfc6644a8d587314963f587f6-ssl%22	https://kuon.space/assets/img/portrait.jpg	D:/MyWebRef/MOVE/kuon.space/assets/img/portrait.jpg	(from https://kuon.space/about.html)
10:46:52	7975/7975	---MCZ	200	added ('OK')	image/svg+xml	etag:%2264c1941b7d06fd1a2d93ad66c06d4a9c-ssl-df%22	https://kuon.space/assets/img/design-skills.svg	D:/MyWebRef/MOVE/kuon.space/assets/img/design-skills.svg	(from https://kuon.space/about.html)
10:46:52	10613/10613	---MCZ	200	added ('OK')	image/svg+xml	etag:%22ec14c9fb5099658d6154db956f72ffc6-ssl-df%22	https://kuon.space/assets/img/tech.svg	D:/MyWebRef/MOVE/kuon.space/assets/img/tech.svg	(from https://kuon.space/about.html)
10:46:53	8478/8478	---M-Z	200	added ('OK')	image/svg+xml	etag:%22a3c45b84d375a49e4b650f44c069907d-ssl-df%22	https://kuon.space/assets/img/book-open.svg	D:/MyWebRef/MOVE/kuon.space/assets/img/book-open.svg	(from https://kuon.space/about.html)
10:46:53	2220/2220	---M-Z	200	added ('OK')	image/svg+xml	etag:%22e360149db525fbad7057c39ceb016683-ssl-df%22	https://kuon.space/assets/img/ai.svg	D:/MyWebRef/MOVE/kuon.space/assets/img/ai.svg	(from https://kuon.space/about.html)
10:46:54	1124/1124	---M-Z	200	added ('OK')	image/svg+xml	etag:%22d9c6f3d912cbbe92317daf6ab0202088-ssl-df%22	https://kuon.space/assets/img/sketch.svg	D:/MyWebRef/MOVE/kuon.space/assets/img/sketch.svg	(from https://kuon.space/about.html)
10:46:54	1051/1051	---M-Z	200	added ('OK')	image/svg+xml	etag:%22e7024f6998489b33e70930b8c7d448f3-ssl-df%22	https://kuon.space/assets/img/abstract.svg	D:/MyWebRef/MOVE/kuon.space/assets/img/abstract.svg	(from https://kuon.space/about.html)
10:46:55	3341/3341	---M-Z	200	added ('OK')	image/svg+xml	etag:%22eddad946a40b51451f5146878aa01756-ssl-df%22	https://kuon.space/assets/img/ps.svg	D:/MyWebRef/MOVE/kuon.space/assets/img/ps.svg	(from https://kuon.space/about.html)
10:46:55	6472/6472	---M--	200	added ('OK')	image/png	etag:%229b120172cae55e915900c80f556f8563-ssl%22	https://kuon.space/assets/img/flinto.png	D:/MyWebRef/MOVE/kuon.space/assets/img/flinto.png	(from https://kuon.space/about.html)
10:46:56	3641/3641	---M-Z	200	added ('OK')	image/svg+xml	etag:%2259ceb2e3806b443d4b67ce7a067c713f-ssl-df%22	https://kuon.space/assets/img/html.svg	D:/MyWebRef/MOVE/kuon.space/assets/img/html.svg	(from https://kuon.space/about.html)
10:46:57	4955/4955	---M-Z	200	added ('OK')	image/svg+xml	etag:%22225cc5c442df1a19e44407f5e8251f91-ssl-df%22	https://kuon.space/assets/img/pug.svg	D:/MyWebRef/MOVE/kuon.space/assets/img/pug.svg	(from https://kuon.space/about.html)
10:46:57	2643/2643	---M-Z	200	added ('OK')	image/svg+xml	etag:%22f44296bbe5d1ccb07e2e5c32e80ec258-ssl-df%22	https://kuon.space/assets/img/wp.svg	D:/MyWebRef/MOVE/kuon.space/assets/img/wp.svg	(from https://kuon.space/about.html)
10:46:58	7583/7583	---M-Z	200	added ('OK')	image/svg+xml	etag:%22b47395e5af62c2330427b226c6c74317-ssl-df%22	https://kuon.space/assets/img/sass.svg	D:/MyWebRef/MOVE/kuon.space/assets/img/sass.svg	(from https://kuon.space/about.html)
10:46:58	1520/1520	---M-Z	200	added ('OK')	image/svg+xml	etag:%2243b850579f214c3d6ad73163edc9c9a2-ssl-df%22	https://kuon.space/assets/img/js.svg	D:/MyWebRef/MOVE/kuon.space/assets/img/js.svg	(from https://kuon.space/about.html)
